x,y
0.299905553260061,0.34595683290365437
0.30185605980042557,0.3465411117000377
0.05295312466400446,0.4875923815801253
0.28863108390891423,0.0
0.28871418351737893,0.000434671076897964
0.5548868979600313,0.8455773718715066
0.5795021224324725,0.4656230944914728
0.5275079112281693,0.6096447852074408
0.9038165516992787,0.988663508909185
0.5520064227675003,0.8434207968123807
0.9027259860509768,1.0012202465437028
0.9023263609675897,0.9919026171223767
0.0,0.5056854135259345
0.0462958189517777,0.058325378131777225
0.12801634740123816,0.14895439874823918
0.13522827297219336,0.14853893406776686
0.13724974097586987,0.4138179846855553
0.14183889351105727,0.364964898009457
0.14874549804855927,0.15149803323838135
0.15436919402398924,0.15749083326673774
0.18404135646809797,0.2004210716319701
0.20206836928497007,0.3240868125585887
0.2036425933286883,0.395287350160248
0.20650065963780567,0.39515452276606217
0.20821400549781016,0.3191609783945616
0.21125507768647653,0.37156977556583914
0.2114623598557371,0.17030523987215984
0.2121439633859554,0.18458792494076107
0.21413648658233467,0.4447502904658291
0.21585169984923092,0.16548099743650582
0.21644740266052812,0.35896209043770544
0.217926388950629,0.29782722085483126
0.2189656009082197,0.4171222935602287
0.2483417793535716,0.4087533590357704
0.2497507378836876,0.4214579859227046
0.2510700608809802,0.20645663116392396
0.2595770331591601,0.3430825451361777
0.2627385530949577,0.24259457797825115
0.26640707401255614,0.0925230745624315
0.2717301174718811,0.39130808808082135
0.2785947053534872,0.3416106275663094
0.2799289676062702,0.3527181920477018
0.283455565597126,0.37878369806137163
0.2849597618807406,0.3606383034137039
0.2972799791139556,0.22113345170433654
0.29816793110998857,0.21256072720522207
0.29887754574405834,0.3609178070247751
0.2992136789918193,0.3607557656907685
0.30497649678365435,0.29961584179302686
0.3090166316807885,0.31659328536574166
0.31124724926085495,0.3284275592359321
0.3123667597165728,0.3296797151962414
0.3130670373159462,0.327910098481824
0.3161267835738864,0.20471794685639638
0.31758989690505096,0.23240285534718458
0.3191743916867927,0.1052280047082564
0.3204106150756206,0.2074727506208486
0.3268027490035171,0.21763434953545427
0.3293928424179665,0.45104806785208074
0.33535920756527865,0.24013535054604845
0.336573022071168,0.233219834799122
0.3389866455304271,0.29650440557294233
0.3509595250741742,0.3077903873684746
0.3524898650549861,0.1425687773699421
0.3538950887711998,0.21278948549522841
0.3539912602281443,0.31457914089899824
0.35933764627421005,0.1649498900323456
0.36211074556797096,0.1350355232623731
0.36529934290429283,0.18376356618913772
0.38302757061207043,0.19012725184099227
0.38688750074023087,0.24295757887058955
0.394181592216086,0.27445404727414885
